State,Value
5407.0,0.7290000000000001
16342.0,0.0
14155.0,0.0
1033.0,0.0
10672.0,0.9
9214.0,0.81
2653.0,0.7290000000000001
10510.0,0.81
3949.0,0.7290000000000001
15613.0,0.0
2491.0,0.0
7027.0,0.9
8323.0,0.9
11239.0,0.9
6865.0,0.81
304.0,0.7290000000000001
5515.0,-1.0
16450.0,0.0
14263.0,0.9
1141.0,-0.9
10618.0,-0.9
4057.0,0.0
15721.0,0.0
2599.0,0.0
8431.0,0.9
11347.0,-1.0
6973.0,-0.9
412.0,0.0
17017.0,0.0
3895.0,0.0
12643.0,0.9
8269.0,0.81
1708.0,0.7290000000000001
18475.0,0.9
5353.0,-0.9
11185.0,-0.9
4624.0,0.7290000000000001
14101.0,0.0
15559.0,0.0
13372.0,0.7290000000000001
250.0,0.0
9556.0,1.0
2995.0,0.9
9664.0,1.0
3103.0,0.9
9988.0,1.0
3427.0,0.9
16063.0,0.9
2941.0,0.81
7369.0,0.9
7477.0,0.9
7801.0,0.9
11689.0,0.9
7315.0,0.81
754.0,0.9
9700.0,1.0
3139.0,0.9
10024.0,1.0
3463.0,0.9
16099.0,0.0
2977.0,0.0
7513.0,0.9
7837.0,0.9
11725.0,0.9
7351.0,0.81
790.0,0.7290000000000001
10132.0,1.0
3571.0,0.9
16207.0,0.9
3085.0,0.81
7945.0,0.9
11833.0,-1.0
7459.0,-0.9
898.0,0.9
16531.0,0.9
3409.0,0.81
12157.0,0.9
7783.0,0.81
1222.0,0.9
11671.0,-0.9
5110.0,0.9
16045.0,0.0
13858.0,0.9
736.0,0.6561000000000001
8827.0,0.9
8935.0,0.9
9259.0,0.9
10231.0,0.9
8773.0,0.81
2212.0,0.7290000000000001
8971.0,0.9
9295.0,0.9
10267.0,0.9
8809.0,0.81
2248.0,0.7290000000000001
9403.0,0.9
10375.0,0.0
8917.0,0.0
2356.0,0.7290000000000001
10699.0,0.9
9241.0,0.81
2680.0,0.7290000000000001
10213.0,0.0
3652.0,0.0
15316.0,0.0
2194.0,0.0
6586.0,0.9
6622.0,0.9
6730.0,0.0
7054.0,0.9
8026.0,0.9
10942.0,0.9
6568.0,0.0
7.0,0.5904900000000002
12307.0,1.0
5746.0,0.9
14494.0,-1.0
1372.0,-0.9
2830.0,1.0
7204.0,1.0
643.0,0.9
12793.0,1.0
6232.0,0.9
17167.0,1.0
14980.0,0.9
1858.0,0.81
3802.0,1.0
8176.0,1.0
1615.0,0.9
18625.0,0.0
17896.0,0.0
4774.0,0.0
18382.0,0.0
5260.0,0.0
