State,Value
17841,10
4719,0
18327,0
5205,0
11037,0
4476,0
13467,10
13953,-10
15411,10
13224,10
102,0
16518,0
3396,0
12144,0
7770,0
1209,0
11982,0
5421,0
16356,0
14169,0
1047,0
10686,-10
9228,-10
2667,0
10524,-10
3963,10
15627,10
2505,0
7041,0
8337,-10
11253,0
6879,-10
318,0
12090,0
5529,0
16464,-10
14277,0
1155,0
4071,-10
15735,-10
2613,-10
8445,-10
11361,0
6987,-10
426,0
17031,10
3909,-10
12657,10
8283,-10
1722,10
18489,10
5367,0
11199,0
4638,0
14115,0
15573,-10
13386,10
264,0
9714,10
3153,10
10038,10
3477,10
16113,10
2991,10
7527,10
7851,10
11739,0
7365,0
804,10
10146,10
3585,10
16221,-10
3099,-10
7959,10
11847,0
7473,0
912,0
16545,-10
3423,-10
12171,10
7797,10
1236,10
11685,0
5124,0
16059,-10
13872,0
750,0
8985,10
9309,10
10281,10
8823,10
2262,10
9417,10
10389,-10
8931,-10
2370,-10
10713,10
9255,10
2694,10
10227,-10
3666,10
15330,10
2208,-10
6636,10
6744,0
7068,10
8040,10
10956,0
6582,0
21,0
17238,10
4116,-10
8490,10
1929,10
18696,10
5574,10
11406,10
4845,10
14322,-10
15780,-10
13593,10
471,10
1443,-10
12378,-10
11892,-10
5331,10
16752,-10
16266,-10
14079,10
957,-10
2901,-10
10920,-10
10434,-10
3873,10
15537,10
2415,-10
7275,-10
8247,10
11163,10
6789,-10
228,10
4278,10
13027,10
13026,10
8652,-10
2091,10
5736,10
11568,10
5007,10
14484,10
15942,10
13755,10
633,10
12216,-10
5655,10
16590,-10
14403,10
1281,-10
10758,-10
4197,10
15861,10
2739,-10
8571,10
11487,10
7113,-10
552,10
19344,-10
6222,-10
12540,-10
5979,10
14970,-10
16914,10
14727,10
1605,-10
12702,10
6141,10
17076,-10
14889,10
1767,-10
16833,10
3711,-10
12459,10
8085,-10
1524,10
17886,-10
18372,10
17643,10
4521,10
18534,10
17805,10
4683,10
18291,10
5169,10
11001,10
4440,10
13269,10
13431,-10
13917,10
15375,10
13188,10
66,-10
12288,10
5727,10
16662,10
14475,10
1353,10
2811,10
10830,10
8643,10
11559,10
7185,10
624,10
12774,-10
6213,-10
17148,10
14961,10
1839,-10
3783,10
12531,10
8157,-10
1596,10
18606,0
17877,0
4755,-10
18363,10
5241,0
11073,0
4512,10
13503,0
13989,10
15447,10
13260,10
138,10
12126,0
5565,10
16500,-10
14313,0
1191,0
10668,-10
4107,-10
15771,0
2649,-10
8481,10
11397,10
7023,0
462,10
17067,10
3945,-10
12693,10
8319,-10
1758,10
18525,10
5403,0
11235,0
4674,10
14151,0
15609,0
13422,0
300,0
3621,-10
16257,-10
3135,-10
7995,-10
11883,0
7509,-10
948,0
16581,10
3459,-10
12207,10
7833,-10
1272,10
11721,0
5160,10
16095,-10
13908,10
786,0
9453,-10
10425,-10
8967,-10
2406,-10
10749,10
9291,-10
2730,10
10263,-10
3702,10
15366,10
2244,-10
6780,0
7104,10
8076,10
10992,10
6618,0
57,10
17454,10
4332,0
13080,10
8706,0
2145,10
18913,10
18912,10
5790,0
11622,0
5061,10
14538,-10
15996,-10
13809,10
687,0
12324,-10
5763,10
16698,-10
14511,10
1389,-10
10866,-10
4305,10
15969,10
2847,-10
8679,10
11595,10
7221,-10
660,10
19398,-10
6276,-10
12594,10
6033,10
15024,-10
16968,-10
14781,10
1659,0
12810,10
6249,10
17184,-10
14997,10
1875,10
16941,10
3819,-10
12567,10
8193,10
1632,10
17940,-10
18426,-10
17697,10
4575,0
18642,-10
17913,10
4791,10
18399,10
5277,0
11109,10
4548,10
13323,-10
13539,-10
14025,-10
15483,-10
13296,10
174,0
12342,0
5781,10
16716,-10
14529,10
1407,0
10884,-10
4323,0
15987,-10
2865,-10
8697,0
11613,10
7239,0
678,10
12828,-10
6267,-10
17202,-10
15015,-10
1893,-10
16959,-10
3837,-10
12585,10
8211,-10
1650,0
18660,-10
17931,-10
4809,-10
18417,10
5295,0
11127,0
4566,10
13557,-10
14043,-10
15501,-10
13314,10
192,0
17175,-10
4053,-10
12801,10
8427,-10
1866,10
18633,10
5511,0
11343,0
4782,10
14259,-10
15717,-10
13530,0
408,0
16689,-10
3567,-10
12315,0
7941,-10
1380,0
11829,0
5268,10
16203,-10
14016,10
894,0
10857,-10
9399,-10
2838,-10
10371,-10
3810,-10
15474,-10
2352,-10
7212,0
8184,10
11100,10
6726,0
165,0
19560,-10
6438,-10
12918,0
6357,10
15186,-10
17292,10
15105,10
1983,0
12972,0
6411,10
17346,10
15159,10
2037,10
17265,10
4143,10
12891,10
8517,0
1956,10
18102,-10
18750,10
18021,10
4899,0
18804,10
18075,10
4953,10
18723,10
5601,10
11433,0
4872,10
13647,10
13701,10
14349,10
15807,10
13620,10
498,10
12990,0
6429,0
17364,10
15177,10
2055,0
17283,10
4161,0
12909,10
8535,0
1974,0
18822,-10
18093,-10
4971,-10
18741,10
5619,0
11451,0
4890,10
13719,-10
14367,-10
15825,-10
13638,10
516,0
4215,10
12963,10
8589,10
2028,10
18795,10
5673,0
11505,0
4944,10
14421,-10
15879,10
13692,10
570,10
12153,0
5592,10
16527,-10
14340,10
1218,0
10695,-10
4134,10
15798,10
2676,-10
8508,10
11424,10
7050,0
489,10
18993,-10
5871,-10
19047,-10
5925,-10
19209,-10
6087,-10
12405,10
5844,10
14619,-10
14673,-10
14835,-10
16779,10
14592,10
1470,-10
19065,-10
5943,-10
19227,-10
6105,-10
12423,10
5862,10
14691,-10
14853,-10
16797,-10
14610,-10
1488,-10
19281,-10
6159,-10
12477,0
5916,0
14907,-10
16851,10
14664,10
1542,0
12639,10
6078,10
17013,-10
14826,-10
1704,-10
16770,10
3648,-10
12396,10
8022,0
1461,10
17535,-10
17589,-10
17751,-10
18237,10
17508,10
4386,0
17607,-10
17769,-10
18255,10
17526,10
4404,0
17823,-10
18309,0
17580,0
4458,0
18471,10
17742,10
4620,0
18228,10
5106,0
10938,0
4377,0
13134,10
13152,-10
13206,0
13368,-10
13854,0
15312,-10
13125,10
3,0
1340,10
10817,0
4256,0
16649,10
15920,10
2798,0
8630,0
12275,10
11546,10
7172,0
611,10
1826,10
17135,10
16892,10
3770,0
12761,10
12518,10
8144,0
1583,10
4742,10
5228,10
11060,10
4499,10
13490,10
13976,10
15434,10
13247,10
125,10
5552,-10
14300,-10
1178,-10
10655,10
4094,10
15758,-10
2636,-10
7010,10
449,10
17054,10
3932,10
8306,10
1745,10
18593,10
18512,10
5390,-10
11222,10
4661,10
14138,-10
15596,-10
13409,10
287,10
10169,10
3608,10
16244,-10
3122,-10
7982,10
11870,-10
7496,-10
935,-10
16568,10
3446,10
12194,10
7820,10
1259,10
11708,-10
5147,10
16082,-10
13895,10
773,-10
9440,10
10412,10
8954,10
2393,10
10736,0
9278,0
2717,10
10250,0
3689,10
15353,10
2231,10
6767,10
7091,10
8063,10
10979,10
6605,10
44,10
17210,-10
4088,-10
8462,10
1901,10
18668,-10
5546,-10
11378,10
4817,10
13565,-10
443,-10
16724,-10
3602,-10
12350,0
7976,0
1415,0
11864,-10
5303,-10
14051,-10
929,-10
10892,0
9434,0
2873,0
10406,0
3845,0
15509,-10
2387,-10
7247,0
8219,10
11135,10
6761,0
200,0
17372,10
4250,0
12998,0
8624,0
2063,0
5708,10
11540,0
4979,10
14456,10
15914,10
13727,10
605,0
12188,0
5627,10
16562,-10
14375,10
1253,0
10730,0
4169,0
15833,10
2711,0
8543,0
11459,0
7085,0
524,0
6194,10
12512,0
5951,10
14942,10
16886,10
14699,10
1577,0
12674,10
6113,10
17048,-10
14861,10
1739,10
16805,10
3683,0
12431,10
8057,0
1496,10
17858,10
18344,10
17615,10
4493,10
18506,-10
17777,10
4655,10
18263,10
5141,-10
10973,0
4412,10
13241,10
13403,-10
13889,-10
15347,-10
13160,10
38,0
1124,10
4040,-10
16433,10
15704,10
2582,-10
6956,10
395,10
17108,10
3986,-10
8360,10
1799,10
5444,10
11276,10
4715,10
14192,10
15650,10
13463,10
341,10
827,10
3068,10
10115,10
9386,10
10358,-10
8900,-10
2339,10
3500,10
10790,0
9332,0
2771,10
10304,-10
3743,0
16136,10
15407,10
2285,0
7442,10
6713,10
7874,10
7145,10
8117,10
11762,10
11033,10
6659,10
98,10
1847,-10
5492,10
11324,10
4763,10
14240,10
17156,-10
15698,-10
13511,10
389,-10
875,10
3548,10
10838,-10
9380,-10
2819,10
3791,-10
16184,10
15455,10
2333,-10
7922,10
7193,10
8165,-10
11810,10
11081,10
6707,-10
146,10
1307,10
10784,-10
4223,10
16616,10
15887,10
2765,10
8597,0
12242,10
11513,10
7139,0
578,10
12728,10
6167,10
17102,-10
14915,10
1793,-10
16859,10
3737,-10
12485,10
8111,-10
1550,0
18560,10
17831,10
4709,10
5195,10
11027,10
4466,10
13457,10
13943,10
15401,10
13214,10
92,0
9953,10
3392,10
16352,10
3230,10
7604,10
1043,10
16460,-10
3338,-10
7712,10
1151,10
11924,10
5363,10
16298,-10
14111,10
989,10
9062,10
2501,10
9170,10
2609,10
10466,10
3905,10
15569,10
2447,10
6821,10
260,10
16508,-10
3386,-10
7760,10
1199,10
11972,10
5411,10
16346,-10
14159,10
1037,10
9218,10
2657,10
3953,-10
15617,-10
2495,-10
6869,10
308,10
12080,10
5519,10
14267,-10
1145,-10
10622,10
4061,10
15725,-10
2603,-10
6977,10
416,10
17021,-10
3899,-10
8273,10
1712,10
18479,10
5357,10
11189,10
4628,10
14105,-10
15563,-10
13376,10
254,10
9548,10
2987,10
9656,10
3095,10
9980,10
3419,10
16055,10
2933,10
7361,10
7469,10
7793,10
11681,10
7307,10
746,10
9704,10
3143,10
10028,10
3467,10
16103,10
2981,10
7517,10
7841,10
11729,10
7355,10
794,10
10136,10
3575,10
16211,-10
3089,-10
7949,10
11837,10
7463,10
902,10
16535,10
3413,10
12161,10
7787,10
1226,10
11675,10
5114,10
16049,-10
13862,10
740,10
8819,10
8927,10
9251,10
10223,10
8765,10
2204,10
8975,10
9299,10
10271,-10
8813,-10
2252,10
9407,10
10379,10
8921,10
2360,10
10703,0
9245,0
2684,10
10217,-10
3656,0
15320,10
2198,0
6578,10
6626,10
6734,10
7058,10
8030,10
10946,10
6572,10
11,10
17214,0
4092,0
8466,10
1905,10
4821,-10
18672,-10
14298,-10
15756,-10
13569,-10
447,-10
16728,10
3606,10
12354,-10
7980,-10
1419,10
5307,-10
16242,-10
14055,10
933,-10
10896,0
9438,0
2877,10
10410,0
3849,0
15513,0
2391,0
7251,0
8223,10
11139,-10
6765,-10
204,0
17376,0
4254,0
13002,10
8628,0
2067,0
5712,10
11544,10
4983,10
14460,10
15918,0
13731,10
609,0
12192,-10
5631,10
16566,10
14379,10
1257,10
10734,0
4173,0
15837,10
2715,0
8547,0
11463,10
7089,0
528,10
6198,10
12516,10
5955,10
14946,10
16890,0
14703,10
1581,0
12678,10
6117,10
17052,0
14865,10
1743,10
16809,0
3687,0
12435,10
8061,0
1500,10
17862,10
18348,10
17619,10
4497,10
18510,-10
17781,10
4659,-10
18267,10
5145,-10
10977,-10
4416,10
13245,10
13407,-10
13893,10
15351,0
13164,10
42,0
17160,0
4038,-10
8412,10
1851,10
5496,10
11328,10
4767,10
14244,10
15702,0
13515,10
393,10
879,10
3552,10
10842,10
9384,10
2823,10
10356,-10
3795,0
16188,10
15459,10
2337,0
7926,10
7197,10
8169,10
11814,10
11085,10
6711,10
150,10
1311,10
10788,0
4227,0
16620,10
15891,10
2769,0
8601,10
12246,10
11517,10
7143,10
582,10
12732,10
6171,10
17106,0
14919,10
1797,10
16863,0
3741,0
12489,10
8115,10
1554,10
18564,10
17835,10
4713,10
5199,10
11031,10
4470,10
13461,10
13947,10
15405,0
13218,10
96,10
16512,0
3390,0
7764,10
1203,10
11976,10
5415,10
16350,0
14163,10
1041,10
9222,10
2661,10
10518,10
3957,10
15621,0
2499,0
6873,10
312,10
5523,-10
16458,-10
14271,-10
1149,-10
10626,10
4065,10
15729,0
2607,0
6981,10
420,10
17025,0
3903,0
8277,10
1716,10
18483,10
5361,-10
11193,10
4632,10
14109,-10
15567,0
13380,10
258,10
9708,10
3147,10
10032,10
3471,10
16107,10
2985,10
7521,10
7845,10
11733,10
7359,10
798,10
10140,10
3579,10
16215,0
3093,0
7953,10
11841,-10
7467,-10
906,0
16539,10
3417,10
12165,10
7791,10
1230,10
11679,-10
5118,10
16053,0
13866,10
744,0
8979,10
9303,10
10275,10
8817,10
2256,10
9411,10
10383,10
8925,10
2364,10
10707,0
9249,0
2688,10
10221,0
3660,0
15324,0
2202,0
6630,10
6738,10
7062,10
8034,10
10950,10
6576,10
15,10
1359,10
10836,-10
4275,10
16668,10
15939,10
2817,10
8649,10
12294,10
11565,10
7191,10
630,10
12780,10
6219,10
17154,-10
14967,-10
1845,-10
16911,10
3789,-10
12537,10
8163,-10
1602,10
18612,10
17883,10
4761,10
5247,10
11079,10
4518,10
13509,-10
13995,10
15453,10
13266,10
144,10
12132,10
5571,10
16506,-10
14319,0
1197,0
10674,10
4113,10
15777,0
2655,0
7029,10
468,10
17073,0
3951,-10
8325,10
1764,10
18531,10
5409,10
11241,10
4680,10
14157,0
15615,-10
13428,0
306,0
3627,-10
16263,-10
3141,-10
8001,-10
11889,10
7515,-10
954,0
16587,10
3465,-10
12213,10
7839,-10
1278,10
11727,10
5166,10
16101,-10
13914,10
792,0
9459,-10
10431,10
8973,-10
2412,0
10755,-10
9297,-10
2736,10
10269,-10
3708,10
15372,10
2250,0
6786,10
7110,10
8082,10
10998,10
6624,10
63,10
12348,-10
5787,10
16722,-10
14535,10
1413,0
10890,0
4329,0
15993,10
2871,0
8703,0
11619,0
7245,0
684,10
12834,10
6273,10
17208,-10
15021,-10
1899,-10
16965,0
3843,0
12591,10
8217,0
1656,0
18666,-10
17937,-10
4815,-10
18423,10
5301,-10
11133,-10
4572,0
13563,-10
14049,-10
15507,-10
13320,10
198,0
17181,0
4059,0
8433,10
1872,10
18639,-10
5517,-10
11349,10
4788,10
14265,-10
15723,-10
13536,0
414,0
16695,-10
3573,-10
12321,-10
7947,-10
1386,0
11835,-10
5274,0
16209,-10
14022,10
900,0
10863,0
9405,-10
2844,0
10377,0
3816,0
15480,0
2358,0
7218,0
8190,10
11106,10
6732,0
171,0
12996,0
6435,0
17370,0
15183,0
2061,0
17289,10
4167,0
12915,10
8541,0
1980,0
18828,10
18099,10
4977,0
18747,10
5625,10
11457,0
4896,10
13725,0
14373,10
15831,10
13644,10
522,0
17343,10
4221,0
12969,10
8595,0
2034,10
5679,10
11511,10
4950,10
14427,10
15885,10
13698,10
576,10
12159,-10
5598,10
16533,-10
14346,10
1224,0
10701,-10
4140,10
15804,10
2682,0
8514,10
11430,10
7056,0
495,10
19071,-10
5949,-10
19233,-10
6111,-10
12429,10
5868,10
14697,-10
14859,-10
16803,0
14616,0
1494,0
19287,-10
6165,-10
12483,10
5922,10
14913,-10
16857,0
14670,0
1548,0
12645,10
6084,10
17019,-10
14832,-10
1710,-10
16776,10
3654,0
12402,10
8028,10
1467,10
17613,-10
17775,-10
18261,10
17532,10
4410,0
17829,-10
18315,10
17586,10
4464,10
18477,-10
17748,-10
4626,-10
18234,10
5112,0
10944,10
4383,10
13158,0
13212,0
13374,-10
13860,10
15318,0
13131,10
9,0
359,10
863,-10
3536,-10
16640,10
3518,-10
7910,-10
12266,10
7892,-10
1331,10
5462,10
11798,-10
11780,-10
5219,10
14210,10
16172,-10
16154,-10
13967,10
845,-10
2321,-10
9368,-10
10808,0
9350,-10
2789,0
4004,10
10340,-10
10322,-10
3761,10
15668,10
15425,10
2303,-10
6695,-10
7163,0
8378,10
8135,10
11294,10
11051,10
6677,-10
116,10
371,10
16652,-10
3530,-10
12278,0
7904,-10
1343,-10
5474,10
11792,-10
5231,10
14222,10
16166,-10
13979,10
857,-10
10820,10
9362,-10
2801,10
4016,10
10334,-10
3773,10
15680,10
15437,10
2315,-10
7175,0
8390,10
8147,10
11306,10
11063,10
6689,-10
128,10
12260,0
5699,10
16634,-10
14447,10
1325,-10
10802,0
4241,10
15905,10
2783,0
8615,0
11531,0
7157,0
596,0
1811,10
17120,10
16877,10
3755,10
12746,10
12503,10
8129,0
1568,10
4727,10
18578,10
18335,10
5213,10
11045,0
4484,10
13475,10
13961,10
15419,10
13232,10
110,0
1025,-10
3374,-10
16478,-10
3356,-10
7748,-10
12104,-10
7730,-10
1169,-10
11960,-10
11942,-10
5381,10
16334,-10
16316,-10
14129,10
1007,-10
2483,-10
9206,-10
10646,10
9188,-10
2627,-10
10502,-10
10484,-10
3923,10
15587,10
2465,-10
6857,-10
7001,10
8297,10
11213,10
6839,-10
278,10
16490,-10
3368,-10
12116,0
7742,-10
1181,-10
11954,-10
5393,10
16328,-10
14141,10
1019,-10
10658,-10
9200,-10
2639,-10
10496,-10
3935,10
15599,10
2477,-10
7013,-10
8309,10
11225,10
6851,-10
290,10
12098,-10
5537,-10
14285,-10
1163,-10
10640,-10
4079,-10
15743,-10
2621,-10
8453,10
11369,10
6995,-10
434,-10
17039,10
3917,-10
12665,10
8291,10
1730,10
18497,10
5375,-10
11207,10
4646,10
14123,-10
15581,-10
13394,10
272,-10
2969,-10
9674,10
3113,10
9998,10
3437,10
16073,-10
2951,-10
7343,-10
7487,10
7811,10
11699,-10
7325,-10
764,-10
9686,10
3125,10
10010,10
3449,10
16085,-10
2963,-10
7499,10
7823,10
11711,0
7337,-10
776,-10
10154,10
3593,10
16229,-10
3107,-10
7967,10
11855,0
7481,0
920,0
16553,-10
3431,-10
12179,0
7805,0
1244,0
11693,-10
5132,10
16067,-10
13880,10
758,-10
8801,-10
8945,10
9269,10
10241,0
8783,-10
2222,10
8957,10
9281,10
10253,-10
8795,-10
2234,-10
9425,10
10397,0
8939,0
2378,0
10721,0
9263,0
2702,0
10235,-10
3674,10
15338,10
2216,-10
6596,10
6608,0
6752,0
7076,0
8048,10
10964,10
6590,0
29,0
375,10
16656,-10
3534,-10
12283,10
12282,10
7908,-10
1347,10
5478,10
11796,-10
5235,10
14226,10
16170,-10
13983,10
861,-10
10824,10
9366,-10
2805,-10
4020,10
10338,-10
3777,10
15684,10
15441,10
2319,-10
7179,10
8394,10
8151,10
11310,10
11067,10
6693,-10
132,10
12264,10
5703,10
16638,-10
14451,10
1329,10
10806,0
4245,0
15909,0
2787,-10
8619,10
11535,10
7161,0
600,10
1815,10
17124,10
16881,10
3759,0
12750,10
12507,10
8133,10
1572,10
4731,10
18582,10
18339,10
5217,10
11049,10
4488,10
13479,10
13965,10
15423,0
13236,10
114,10
16494,10
3372,-10
12120,-10
7746,-10
1185,10
11958,-10
5397,10
16332,-10
14145,10
1023,-10
10662,-10
9204,-10
2643,-10
10500,-10
3939,10
15603,10
2481,-10
7017,-10
8313,10
11229,10
6855,-10
294,10
5541,-10
16476,-10
14289,10
1167,-10
10644,-10
4083,0
15747,0
2625,-10
8457,10
11373,-10
6999,-10
438,-10
17043,10
3921,0
12669,10
8295,10
1734,10
18501,10
5379,-10
11211,-10
4650,10
14127,10
15585,0
13398,10
276,-10
9690,10
3129,10
10014,10
3453,10
16089,10
2967,-10
7503,10
7827,10
11715,10
7341,-10
780,10
10158,10
3597,10
16233,10
3111,10
7971,10
11859,-10
7485,-10
924,10
16557,10
3435,10
12183,10
7809,10
1248,10
11697,-10
5136,10
16071,-10
13884,10
762,-10
8961,10
9285,10
10257,-10
8799,-10
2238,10
9429,10
10401,0
8943,0
2382,10
10725,0
9267,0
2706,10
10239,-10
3678,0
15342,0
2220,0
6612,10
6756,0
7080,10
8052,10
10968,10
6594,0
33,10
12276,0
5715,10
14463,-10
1341,-10
10818,10
4257,10
15921,-10
2799,-10
8631,10
11547,10
7173,0
612,0
1827,10
17136,10
16893,10
3771,10
12762,10
12519,10
8145,10
1584,10
4743,10
18594,10
18351,10
5229,10
11061,10
4500,10
13491,10
13977,-10
15435,-10
13248,10
126,0
12114,-10
5553,10
16488,-10
14301,10
1179,-10
4095,-10
15759,-10
2637,-10
8469,-10
11385,-10
7011,-10
450,-10
17055,10
3933,-10
12681,10
8307,-10
1746,10
18513,10
5391,10
11223,-10
4662,10
14139,10
15597,-10
13410,10
288,-10
10170,10
3609,10
16245,10
3123,10
7983,10
11871,10
7497,10
936,10
16569,-10
3447,-10
12195,10
7821,10
1260,10
11709,0
5148,10
16083,-10
13896,10
774,-10
9441,10
10413,-10
8955,-10
2394,10
10737,10
9279,10
2718,10
10251,-10
3690,10
15354,-10
2232,-10
6768,10
7092,10
8064,10
10980,10
6606,0
45,10
17199,-10
4077,-10
12825,10
8451,-10
1890,-10
18657,10
5535,-10
11367,-10
4806,-10
14283,-10
15741,-10
13554,-10
432,-10
16713,10
3591,10
12339,10
7965,10
1404,10
11853,-10
5292,10
16227,-10
14040,10
918,0
10881,0
9423,0
2862,10
10395,-10
3834,0
15498,0
2376,0
7236,10
8208,0
11124,0
6750,0
189,0
17361,10
4239,0
12987,10
8613,0
2052,0
18819,10
5697,10
11529,0
4968,10
14445,-10
15903,-10
13716,0
594,0
12177,0
5616,10
16551,-10
14364,10
1242,0
10719,0
4158,0
15822,10
2700,0
8532,0
11448,10
7074,0
513,0
6183,10
12501,10
5940,10
14931,10
16875,10
14688,10
1566,0
12663,10
6102,10
17037,-10
14850,10
1728,-10
16794,10
3672,0
12420,10
8046,0
1485,0
17847,10
18333,10
17604,10
4482,10
18495,10
17766,10
4644,-10
18252,10
5130,10
10962,0
4401,10
13230,0
13392,-10
13878,10
15336,-10
13149,10
27,0
1079,-10
3320,-10
16424,10
3302,-10
7694,-10
12059,10
12050,10
7676,-10
1115,10
12014,-10
11996,-10
5435,10
16388,-10
16370,-10
14183,10
1061,-10
2537,-10
9152,-10
10592,-10
9134,-10
2573,-10
10556,-10
10538,-10
3977,10
15641,10
2519,-10
6911,-10
6947,10
8351,10
11267,10
6893,-10
332,10
16436,10
3314,-10
12062,0
7688,-10
1127,0
12008,-10
5447,10
16382,-10
14195,10
1073,-10
10604,-10
9146,-10
2585,10
10550,-10
3989,10
15653,10
2531,-10
6959,-10
8363,10
11279,10
6905,-10
344,10
12044,0
5483,10
16418,10
14231,10
1109,0
4025,-10
15689,10
2567,-10
8399,-10
11315,10
6941,-10
380,0
17093,10
3971,-10
12719,10
8345,-10
1784,10
18551,10
5429,10
11261,10
4700,10
14177,10
15635,10
13448,10
326,0
3023,-10
9620,10
3059,10
10052,10
3491,10
16127,10
3005,-10
7397,-10
7433,10
7865,10
11753,10
7379,-10
818,10
9632,10
3071,10
10064,10
3503,10
16139,10
3017,-10
7445,10
7877,10
11765,0
7391,-10
830,0
10100,10
3539,10
16175,10
3053,10
7913,10
11801,10
7427,10
866,10
16607,10
3485,10
12233,10
7859,10
1298,10
11747,0
5186,10
16121,10
13934,10
812,0
8855,-10
8891,10
9323,10
10295,-10
8837,-10
2276,0
8903,10
9335,10
10307,10
8849,-10
2288,10
9371,10
10343,-10
8885,-10
2324,10
10775,10
9317,10
2756,10
10289,-10
3728,10
15392,10
2270,0
6650,10
6662,0
6698,10
7130,10
8102,0
11018,10
6644,0
83,0
16440,0
3318,-10
12066,10
7692,-10
1131,0
12012,-10
5451,10
16386,-10
14199,10
1077,-10
10608,10
9150,-10
2589,0
10554,-10
3993,10
15657,10
2535,-10
6963,10
8367,10
11283,10
6909,-10
348,10
12048,10
5487,10
16422,0
14235,10
1113,0
10590,-10
4029,0
15693,0
2571,-10
8403,10
11319,10
6945,10
384,10
17097,10
3975,0
12723,10
8349,10
1788,10
18555,10
5433,10
11265,10
4704,10
14181,10
15639,0
13452,10
330,10
9636,10
3075,10
10068,10
3507,10
16143,-10
3021,-10
7449,10
7881,10
11769,10
7395,-10
834,10
10104,10
3543,10
16179,10
3057,10
7917,10
11805,10
7431,10
870,10
16611,10
3489,10
12237,10
7863,10
1302,10
11751,10
5190,10
16125,-10
13938,10
816,10
8907,10
9339,10
10311,10
8853,-10
2292,0
9375,10
10347,10
8889,10
2328,10
10779,10
9321,10
2760,10
10293,-10
3732,0
15396,0
2274,0
6666,10
6702,10
7134,10
8106,10
11022,10
6648,10
87,10
12060,0
5499,0
16434,0
14247,0
1125,0
10602,-10
4041,10
15705,10
2583,0
8415,10
11331,10
6957,-10
396,0
17109,10
3987,10
12735,10
8361,10
1800,10
18567,10
5445,0
11277,10
4716,10
14193,0
15651,10
13464,10
342,0
10116,10
3555,10
16191,10
3069,10
7929,10
11817,10
7443,10
882,10
16623,-10
3501,-10
12249,10
7875,10
1314,10
11763,0
5202,10
16137,-10
13950,0
828,0
9387,10
10359,10
8901,10
2340,10
10791,10
9333,10
2772,10
10305,10
3744,10
15408,10
2286,0
6714,10
7146,10
8118,10
11034,10
6660,0
99,0
17145,10
4023,-10
12771,10
8397,-10
1836,0
18603,10
5481,0
11313,10
4752,10
14229,0
15687,0
13500,0
378,0
16659,10
3537,10
12285,10
7911,10
1350,10
11799,10
5238,10
16173,10
13986,10
864,10
10827,10
9369,10
2808,10
10341,-10
3780,10
15444,10
2322,10
7182,10
8154,10
11070,10
6696,10
135,10
12231,10
5670,10
16605,-10
14418,10
1296,10
10773,10
4212,10
15876,10
2754,10
8586,10
11502,10
7128,10
567,10
12717,10
6156,10
17091,10
14904,10
1782,0
16848,10
3726,0
12474,10
8100,0
1539,0
18549,10
17820,10
4698,10
18306,10
5184,10
11016,10
4455,10
13446,0
13932,0
15390,0
13203,0
81,0
3185,-10
9782,10
3221,10
9890,10
3329,10
16289,-10
3167,-10
7559,-10
7595,10
7703,10
11915,10
7541,-10
980,10
9794,10
3233,10
9902,10
3341,10
16301,-10
3179,-10
7607,10
7715,10
11927,0
7553,-10
992,0
9938,10
3377,10
16337,10
3215,10
7751,10
11963,10
7589,10
1028,10
16445,-10
3323,-10
12071,10
7697,10
1136,10
11909,0
5348,10
16283,-10
14096,10
974,0
9017,-10
9053,10
9161,10
10457,10
8999,-10
2438,10
9065,10
9173,10
10469,-10
9011,-10
2450,-10
9209,10
10505,-10
9047,-10
2486,10
10613,10
9155,10
2594,10
10451,-10
3890,-10
15554,10
2432,-10
6812,10
6824,-10
6860,10
6968,10
8264,10
11180,10
6806,-10
245,10
9798,10
3237,10
9906,10
3345,10
16305,0
3183,-10
7611,10
7719,10
11931,-10
7557,-10
996,10
9942,10
3381,10
16341,0
3219,0
7755,10
11967,10
7593,10
1032,10
16449,0
3327,0
12075,-10
7701,-10
1140,0
11913,-10
5352,10
16287,-10
14100,10
978,0
9069,10
9177,10
10473,-10
9015,-10
2454,10
9213,10
10509,10
9051,10
2490,10
10617,10
9159,10
2598,10
10455,-10
3894,0
15558,0
2436,0
6828,-10
6864,10
6972,10
8268,10
11184,10
6810,-10
249,10
9954,10
3393,10
16353,0
3231,0
7767,10
11979,0
7605,0
1044,0
16461,0
3339,0
12087,0
7713,0
1152,0
11925,-10
5364,10
16299,-10
14112,10
990,0
9225,10
10521,-10
9063,-10
2502,0
10629,-10
9171,-10
2610,0
10467,-10
3906,10
15570,10
2448,-10
6876,0
6984,0
8280,10
11196,10
6822,-10
261,0
16497,0
3375,0
12123,10
7749,10
1188,10
11961,0
5400,10
16335,0
14148,0
1026,0
10665,10
9207,10
2646,10
10503,-10
3942,10
15606,0
2484,0
7020,10
8316,10
11232,10
6858,0
297,0
12069,-10
5508,0
16443,-10
14256,0
1134,0
10611,-10
4050,0
15714,0
2592,0
8424,10
11340,10
6966,0
405,0
17010,10
3888,-10
12636,10
8262,10
1701,10
18468,10
5346,0
11178,10
4617,10
14094,0
15552,0
13365,0
243,0
9485,10
2924,10
9497,10
2936,10
9533,10
2972,10
9641,10
3080,10
9965,10
3404,10
16040,10
2918,10
7298,10
7310,10
7346,10
7454,10
7778,10
11666,10
7292,10
731,10
9501,10
